warragul,bentleigh_east,mulgrave,cranbourne_north,donnybrook,clyde,armstrong_creek,marong,sunbury,mooroopna,rockbank,north_melbourne,glen_waverley,mount_waverley,carnegie,malvern_east,preston,scoresby,capel_sound,reservoir,nyora,tarneit,bundoora,dandenong_north,norlane,drouin,keysborough,craigieburn,kensington,sunshine,eaglemont,rye,berwick,endeavour_hills,langwarrin,cheltenham,parkdale,highton,doreen,oakleigh_south,mirboo_north,pakenham,dingley_village,safety_beach,werribee,heatherton,clyde_north,frankston,warrnambool,plumpton,prahran,northcote,footscray,chirnside_park,ocean_grove,melbourne,sunshine_west,hampton_park,dandenong,camberwell,carlton_north,wantirna,carrum_downs,scarsdale,noble_park,armadale,goomalibee,saint_albans_park,kilmore,mentone,rosebud,williamstown,hastings,ballan,mount_martha,aspendale,south_yarra,altona,glenroy,sale,essendon,st_kilda,lilydale,wallan,diamond_creek,chelsea,mordialloc,nar_nar_goon_north,abbotsford,frankston_south,point_cook,mernda,nicholson,oak_park,bairnsdale,barwon_heads,corio,croydon,baltimore,hawthorn_east,rippleside,bright,wyndham_vale,altona_meadows,east_geelong,grovedale,kingston,cobram,bayswater_north,carlton,pascoe_vale,traralgon,st_albans,brighton,forest_hill,pascoe_vale_south,paynesville,ferntree_gully,keilor_east,narre_warren_south,grantville,maidstone,greensborough,kew,hampton,officer,fawkner,montmorency,tatura,san_remo,hillside,ivanhoe_east,melton,edenhope,brunswick_east,altona_north,falls_creek,kilsyth,north_geelong,yarraville,alfredton,loch_sport,mitcham,mambourin,balwyn_north,mount_eliza,ringwood,shepparton,burnside_heights,fyansford,mildura,lakes_entrance,black_rock,tanjil_south,doveton,weir_views,boolarra,coburg,balwyn,kings_park,doncaster,sandringham,cranbourne,alexandra,docklands,balaclava,blind_bight,beulah,fraser_rise,broadmeadows,bundalong,maiden_gully,bacchus_marsh,elwood,cowwarr,darley,knoxfield,narre_warren_north,highett,mornington,thomastown,somerville,truganina,romsey,yarra_glen,essendon_north,thomson,seymour,albanvale,williams_landing,botanic_ridge,narre_warren,murrayville,melton_west,north_wonthaggi,eltham,newcomb,geelong_west,hamlyn_heights,westmeadows,ardeer,maribyrnong,caulfield_south,bass,cairnlea,heidelberg_west,tawonga,trentham,ascot_vale,baxter,rowville,emu_creek,cowes,frankston_north,wonga_park,deanside,dromana,cocoroc,monbulk,junction_village,lalor,lower_plenty,richmond,moonee_ponds,mandurang_south,hadfield,deer_park,corinella,greenvale,kyneton,flora_hill,myrtleford,lara,hazelwood_north,miners_rest,koo_wee_rup,waterways,montrose,cranbourne_east,caroline_springs,clifton_hill,yarragon_south,saint_kilda_west,eltham_north,princes_hill,saint_andrews,donvale,seaford,murrumbeena,brunswick,maryborough,box_hill,selby,west_footscray,mooroolbark,heathmont,pearcedale,belmont,broadford,blackburn,caulfield_north,big_hill,beaconsfield,yarragon,mount_helen,forrest,kalkallo,mill_park,wallington,newhaven,marshall,sydenham,croydon_south,mount_evelyn,morwell,williamstown_north,arthurs_creek,braybrook,travancore,kurunjang,brown_hill,south_morang,malvern,box_hill_south,briar_hill,sunshine_north,mount_clear,burwood,daylesford,brighton_east,new_gisborne,officer_south,coleraine,southbank,horsham,epsom,kinypanial,winchelsea,windsor,cranbourne_west,delacombe,moolap,ouyen,healesville,sebastopol,little_river,newborough,north_shore,blackburn_north,hawthorn,eden_park,whittington,st_kilda_east,beveridge,elsternwick,wollert,baddaginnie,epping,roxburgh_park,lang_lang,bayswater,harkness,jeparit,charlton,mansfield,boronia,merton,springvale,kangaroo_flat,goughs_bay,beechworth,kirkstall,ecklin_south,nyah_west,cranbourne_south,axedale,wangaratta,avenel,surrey_hills,doncaster_east,thornhill_park,inverloch,south_melbourne,saint_leonards,long_gully,box_hill_north,jacana,lancefield,eppalock,bittern,benalla,foster,bendigo,flowerdale,maddingley,oakleigh_east,sandhurst,goldie,leongatha,hurstbridge,meeniyan,portland,devils_river,bunyip,fryerstown,melton_south,mickleham,burwood_east,kingsbury,cape_woolamai,hallam,bonnie_brook,christmas_hills,nelson,templestowe,garfield,newington,kerang,hamilton,venus_bay,seabrook,jamieson,strathtulloh,seaholme,charlemont,traralgon_south,chanute,fingal,fitzroy,clunes,fitzroy_north,yarrawonga,maldon,strathdale,castlemaine,kalorama,clifton_springs,whittlesea,dadswells_bridge,glenrowan,guildford,golden_square,templestowe_lower,campbellfield,grahamvale,lyndhurst,torquay,wonthaggi,allansford,strathfieldsaye,yarram,werribee_south,lucknow,seddon,moe,somers,cockatoo,attwood,wallace,ventnor,ringwood_east,hoppers_crossing,ringwood_north,skye,oakleigh,taylors_hill,mount_burnett,huntly,golden_point,airport_west,inglewood,brunswick_west,jackass_flat,steels_creek,dartmoor,clayton
552238.0,,,,,626250.0,647300.0,,242000.0,,,,,,,,,,,,,330000.0,,,,,,,,,,,686975.0,,,,,,,,,,,,,,741751.0,,,,,,,,,578000.0,,,,,,,,,,,,,660000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282000.0,,,,,,,,,870000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552629.0,,,,,604000.0,675950.0,,595000.0,,,,,,,,,,,,,354000.0,,,,,,,,,,,1150000.0,,,,,,,,,,,,,,653965.0,,,,,,,,,1201000.0,,,,,,,,,,,,,519900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579602.0,,,,,,637300.0,,512500.0,,,,,,,,,,,,,352000.0,,,,,,,,,,,1150000.0,,,,,,,,,,,,,,590397.0,,,,,,,,,792800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270000.0,,,,,,586585.0,,,,,,,,,,,,,,,318000.0,,,,,,,,,,,682500.0,,,,,,,,,,,,,,695935.0,,,,,,,,,1220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,614243.0,,,,,,,,,,,,,,,,,,,,,,,,,563000.0,,,,,,,,,816800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,602659.0,,,,,,,,,,,,,,,,,,,,,,,,,519500.0,,,,,,,,,615000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,491978.0,,,,,,,,,,,,,,,,,,,,,,,,,519500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,787390.0,,,,,,,,,,,,,,,,,,,,,,,,,519500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,622185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,677895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,590285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,567100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,567100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,670140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,620785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,564485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,622385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
