melbourne,mooroopna,darley,highett,rockbank,fraser_rise,deanside,sunshine,maidstone,mount_duneed,eumemmerring,mitcham,boronia,torquay,mentone,clayton,mornington,brighton_east,taylors_hill,mernda,deepdene,croydon,wodonga,drouin,frankston_north,berwick,aspendale,box_hill_north,bayswater,macleod,frankston_south,altona,west_footscray,murrumbeena,ormond,longwarry,seabrook,langwarrin,rye,frankston,ascot_vale,burnside,noble_park,ringwood_east,taylors_lakes,tolmie,chadstone,st_kilda,werribee,keilor_east,burwood,glenroy,rosebud,keysborough,dallas,junction_village,clyde_north,montmorency,ocean_grove,glen_iris,moe,altona_north,oakleigh_south,point_cook,north_warrandyte,wangaratta,preston,coburg,buxton,surrey_hills,west_wodonga,cranbourne_west,maryborough,ringwood_north,brunswick_east,flora_hill,tullamarine,essendon,blackburn,templestowe,prahran,doncaster,gisborne,summerlands,tarneit,kilmore,collingwood,eltham_north,doreen,chanute,bonbeach,epping,orbost,attwood,upper_ferntree_gully,leopold,yarraville,clyde,elsternwick,somerville,kensington,melton_south,strathmore,elphinstone,cranbourne_north,nagambie,footscray,mickleham,richmond,golden_point,st_kilda_east,nunawading,niddrie,roxburgh_park,traralgon,skye,bengworden,wollert,whittlesea,plenty,wendouree,dingley_village,carlton_north,coimadai,armstrong_creek,warragul,melton,port_melbourne,dandenong_north,carnegie,bairnsdale,white_hills,pascoe_vale,mambourin,eltham,caulfield_north,wallan,saint_leonards,eldorado,indented_head,narre_warren_south,caulfield_south,south_yarra,grovedale,dandenong,bundoora,balaclava,officer,box_hill_south,geelong,kingsville,narre_warren_north,bentleigh_east,officer_south,riddells_creek,mallacoota,nerrina,waurn_ponds,donnybrook,eildon,trondheim,seymour,everton_upper,brunswick_west,eaglehawk,beaumaris,carlton,wyndham_vale,sunderland_bay,hampton_park,bayswater_north,atrani,heathmont,greensborough,reservoir,shepparton_north,lubeck,elwood,delacombe,mooroolbark,beveridge,endeavour_hills,doveton,mount_waverley,corio,avondale_heights,glenaladale,highton,chirnside_park,sandringham,warrandyte,clayton_south,barwon_heads,yarragon,caulfield,sunbury,club_terrace,morwell,great_western,romsey,dromana,jeparit,healesville,bell_post_hill,narre_warren,wantirna,caulfield_east,warburton,kyneton,fitzroy_north,truganina,beaconsfield,ringwood,sydenham,bonshaw,mildura,lake_wendouree,essendon_north,drysdale,yallambie,the_basin,ballarat_east,doncaster_east,pearcedale,cranbourne_south,ivanhoe,northcote,hoppers_crossing,rosedale,heidelberg,canterbury,curlewis,mont_albert,mill_park,baranduda,kilsyth_south,pakenham,maribyrnong,meadow_heights,mccrae,balwyn,briar_hill,mount_martha,venus_bay,boolarra,nelson,altona_meadows,loch_sport,connewarre,warrnambool,botanic_ridge,gelliondale,ashwood,chelsea,bulleen,coburg_north,vermont,spring_gully,marysville,south_morang,hawthorn,hillside,caroline_springs,rosanna,south_kingsville,springvale,dalyston,ararat,armadale,manifold_heights,melton_west,glen_huntly,wantirna_south,port_welshpool,gowanbrae,sunshine_west,malmsbury,watsonia_north,greenvale,mordialloc,viewbank,plumpton,airport_west,burwood_east,cranbourne,bonnie_doon,oak_park,newtown,strathfieldsaye,macedon,cheltenham,diamond_creek,winchelsea,baxter,forest_hill,vermont_south,saint_arnaud,mount_eliza,cranbourne_east,huntly,canadian,maffra,craigieburn,irymple,seddon,keilor,albert_park,southbank,myrtleford,heidelberg_west,donvale,lilydale,fernbank,derrimut,paynesville,churchill,carrum,blackburn_south,wy_yung,newcomb,heatherton,shepparton,panton_hill,golden_beach,albion,rochester,croydon_south,mulgrave,seaford,sunshine_north,ranceby,high_camp,golden_square,bonnie_brook,aintree,campbellfield,rowville,maddingley,weir_views,brookfield,diggers_rest,thornhill_park,briagolong,heywood,avonsleigh,buffalo,charlemont,st_albans,goughs_bay,cowes,hawthorn_east,don_valley,birregurra,lethbridge,yarra_junction,inverloch,blairgowrie,woori_yallock,ferntree_gully,box_hill,ventnor,ardeer,anglesea,humevale,balmoral,portarlington,horsham,glen_waverley,flowerdale,bacchus_marsh,merrijig,stratford,pyalong,braybrook,sale,lara,derrinallum,gladstone_park,kinglake_central,bunyip,wattle_bank,sebastopol,lavers_hill,wallington,kennington,epsom,balwyn_north,docklands,williams_landing,cannons_creek,scoresby,parkdale,south_melbourne,kew,west_melbourne,lyndhurst,aspendale_gardens,deer_park,bannockburn,oaklands_junction,bittern,undera,castlemaine,tarrone,esmond,heidelberg_heights,croydon_north,hampton,talbingo,tragowel,dingwall,allambee_reserve,crib_point,parkville,strathdale,jackass_flat,lorne,darraweit_guim,clunes,black_rock,dandenong_south,brighton,alfredton,edithvale,malvern,kilsyth,yandoit,yangery,lakes_entrance,balnarring_beach,mckinnon,coffeyville,windsor,woodend,koo_wee_rup,scotsburn,tooradin,whittington,fairfield,eppalock
320000350000.0,,,,495416.0,273900.0,,,,,,,,,,,,,,,,,,549900.0,,,,,,,,,,,,,,,,,,,,,,,,1775000.0,525000.0,,,,,,,,695498.0,,,,,,,615200.0,,,,,,,,,,,,,,,,,,,,,577700.0,,,,,,,,,,,,,,,,,,,,,,514800.0,678500.0,,,,,,,,,,799950.0,,,,,,,650000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492500.0,,,,585150.0,302900.0,,,,,,,,,,,,,,,,,,677600.0,,,,,,,,,,,,,,,,,,,,,,,,220000.0,478000.0,,,,,,,,558900.0,,,,,,,650000.0,,,,,,,,,,,,,,,,,,,,,610325.0,,,,,,,,,,,,,,,,,,,,,,796200.0,667900.0,,,,,,,,,,,,,,,,,630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319000.0,,,,629.0,305000.0,,,,,,,,,,,,,,,,,,577300.0,,,,,,,,,,,,,,,,,,,,,,,,,660000.0,,,,,,,,708900.0,,,,,,,303000.0,,,,,,,,,,,,,,,,,,,,,494876.0,,,,,,,,,,,,,,,,,,,,,,792000.0,525000.0,,,,,,,,,,,,,,,,,630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838750.0,,,,,,,,,,,,,,,,,,,,,,,715000.0,,,,,,,,,,,,,,,,,,,,,,,,,507562.0,,,,,,,,701500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,618800.0,,,,,,,,,,,,,,,,,,,,,,419160.0,499978.0,,,,,,,,,,,,,,,,,630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773750.0,,,,,,,,,,,,,,,,,,,,,,,205000.0,,,,,,,,,,,,,,,,,,,,,,,,,495829.0,,,,,,,,624300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,374000.0,,,,,,,,,,,,,,,,,,,,,,796200.0,484655.0,,,,,,,,,,,,,,,,,786578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861250.0,,,,,,,,,,,,,,,,,,,,,,,205000.0,,,,,,,,,,,,,,,,,,,,,,,,,467824.0,,,,,,,,715200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,649836.0,,,,,,,,,,,,,,,,,,,,,,408240.0,,,,,,,,,,,,,,,,,,725000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678000.0,,,,,,,,,,,,,,,,,,,,,,,21500000.0,,,,,,,,,,,,,,,,,,,,,,,,,525000.0,,,,,,,,710000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,570736.0,,,,,,,,,,,,,,,,,,,,,,862200.0,,,,,,,,,,,,,,,,,,697804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078500.0,,,,,,,,,,,,,,,,,,,,,,,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,822500.0,,,,,,,,895000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,553216.0,,,,,,,,,,,,,,,,,,,,,,711864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597600.0,,,,,,,,,,,,,,,,,,,,,,,205000.0,,,,,,,,,,,,,,,,,,,,,,,,,254000.0,,,,,,,,663000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,478416.0,,,,,,,,,,,,,,,,,,,,,,798600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123750.0,,,,,,,,,,,,,,,,,,,,,,,205000.0,,,,,,,,,,,,,,,,,,,,,,,,,287000.0,,,,,,,,550500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,722916.0,,,,,,,,,,,,,,,,,,,,,,818400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000.0,,,,,,,,,,,,,,,,,,,,,,,398000.0,,,,,,,,,,,,,,,,,,,,,,,,,682517.0,,,,,,,,766349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,681816.0,,,,,,,,,,,,,,,,,,,,,,345000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439926.0,,,,,,,,815855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,656600.0,,,,,,,,,,,,,,,,,,,,,,492500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611711.0,,,,,,,,814447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,518707.0,,,,,,,,,,,,,,,,,,,,,,440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636622.0,,,,,,,,948713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,621622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888517.0,,,,,,,,755811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,561300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
