newborough,aintree,footscray,colignan,melton_south,wyndham_vale,point_cook,bramford,kilsyth,docklands,melbourne,sebastopol,donvale,werribee,donnybrook,coronet_bay,wallan,maryborough,rockbank,beveridge,southbank,tarneit,manangatang,diggers_rest,stratford,mirboo_north,mickleham,deanside,truganina,murrumbeena,langwarrin,wollert,narre_warren,morwell,mitcham,minyip,east_bendigo,sunshine_north,albion,capel_sound,clyde_north,castlemaine,benalla,ocean_grove,north_melbourne,waverley_gardens,springvale,lara,fraser_rise,piangil,wangaratta,melton,bentleigh,bairnsdale,yarrawonga,inverloch,seaford,mildura,dandenong,leopold,sale,box_hill_north,hampton_east,hampton_park,glen_iris,warragul,rowville,balnarring,pakenham,lovely_banks,hawthorn_east,kilmore,gowanbrae,bellbrae,mambourin,maldon,burwood,sunbury,chelsea,brighton,hawthorn,curlewis,mordialloc,brighton_east,greensborough,burwood_east,drouin,mount_eliza,brunswick_east,churchill,strathfieldsaye,alfredton,ascot,torquay,point_lonsdale,eltham,california_gully,yarram,carnegie,watsonia,red_cliffs,armstrong_creek,croydon,mount_buller,frankston_south,west_wodonga,bacchus_marsh,officer,grovedale,rosedale,ravenswood,clyde,fairfield,bowenvale,chesney_vale,cobblebank,berwick,cardigan,pascoe_vale_south,ballarat_north,macleod,research,lethbridge,caldermeade,highton,glenroy,junction_village,mont_albert,flora_hill,taylors_lakes,crib_point,newington,thornhill_park,koo_wee_rup,dandenong_north,alexandra,whittington,herne_hill,elwood,templestowe_lower,coffeyville,hotham_heights,corio,cranbourne_south,hoppers_crossing,carrum_downs,barwon_heads,mernda,st_kilda_east,bell_park,kyneton,traralgon,ecklin_south,cranbourne_north,wy_yung,ringwood_east,laanecoorie,wiseleigh,st_albans,selby,yackandandah,campbells_bridge,parkdale,brunswick_west,ararat,tynong,keysborough,keilor_downs,west_footscray,epping,hillside,doreen,moe_south,beechworth,belmont,maidstone,rye,white_hills,golden_square,longford,strathtulloh,saint_albans_park,essendon_north,brunswick,eumemmerring,miners_rest,melton_west,erica,yea,wodonga,yarck,rosebud,ballan,newcomb,rutherglen,saint_leonards,west_melbourne,flemington,malvern_east,sunshine_west,glen_waverley,st_kilda,strathdale,portland,quarry_hill,norlane,mount_duneed,bayswater,avondale_heights,ringwood,carisbrook,narre_warren_south,wantirna_south,warrnambool,cowes,balwyn,ascot_vale,sydenham,nyora,somers,moonee_ponds,beaconsfield,bundoora,meredith,moe,maribyrnong,walkerville,mount_pleasant,seddon,colac,boronia,thornbury,shepparton,timboon,talgarno,myrtleford,scotts_creek,curdievale,skye,raymond_island,canadian,lucas,greenvale,eastwood,laverton,ballarat_east,dumbalk,doncaster,manor_lakes,echuca,braybrook,blackburn,halls_gap,mansfield,springvale_south,seymour,bell_post_hill,drysdale,clunes,longwarry,eppalock,plumpton,yarrambat,delacombe,capari,weir_views,marlo,officer_south,noble_park,bonnie_doon,delahey,merrijig,edithvale,south_yarra,golden_beach,caulfield_north,korumburra,highett,clarinda,hughesdale,lilydale,wonthaggi,invermay_park,lismore,maddingley,north_wonthaggi,bonnie_brook,botanic_ridge,mount_waverley,eildon,axedale,deer_park,albanvale,woodside,paradise_beach,cape_woolamai,wantirna,newtown,blairgowrie,beaumaris,chirnside_park,argyle,cranbourne_east,hamlyn_heights,numurkah,bayswater_north,werribee_south,altona_north,stony_creek,cape_town,woodfield,hastings,cobram,loch_sport,tootgarook,poowong,tarnagulla,lake_wendouree,broadford,barkers_creek,craigieburn,nathalia,north_bendigo,kangaroo_flat,surrey_hills,tatura,alphington,cremorne,nicholson,northcote,woodend,whittlesea,freshwater_creek,frankston,tullamarine,healesville,fyansford,sunshine,horsham,waldara,geelong,jackass_flat,bonbeach,armadale,penshurst,wonga_park,huntly,lucknow,kew,oakleigh_east,tecoma,mount_helen,chanute,piggoreet,talbot,stawell,fitzroy,clifton_hill,blackburn_north,bulleen,swan_hill,ivanhoe,endeavour_hills,pascoe_vale,kyabram,nunawading,mount_clear,carlton,leongatha,knoxfield,preston,romsey,cranbourne,smythes_creek,glen_huntly,mooroolbark,eltham_north,indented_head,eureka,metung,cranbourne_west,lake_bunga,bethel_park,katamatite,charlton,mornington,lynbrook,prahran,lakes_entrance,coburg,airport_west,stanley,benambra,tennyson,clayton_south,aspendale,independence,doncaster_east,north_warrandyte,cardinia,greendale,apollo_bay,johanna,lower_plenty,birregurra,winchelsea,yarraville,geelong_west,venus_bay,mentone,sandhurst,clayton,ferntree_gully,westmeadows,atrani,essendon,violet_town,south_morang,the_basin,croydon_north,merrigum,kings_park,nerrina,saint_helena,invergordon,mount_martha,lysterfield,south_melbourne,kerang_east,somerville,inglewood,hazelwood,queenscliff,north_geelong
,,862200.0,,,475000.0,,,,682500.0,762000.0,,,658000.0,,,,,630786.0,725178.0,,610104.0,,,,,,591421.0,513995.0,,,,,,,,,,,,579000.0,,,,,,,,480000.0,,,,,,708574.0,,,,,,,,,,,,,,585000.0,,,,,,495000.0,,,460000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,529384.0,,,,,735000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,711864.0,,,440000.0,,,,442500.0,693400.0,,,799636.0,,,,,520643.0,572358.0,,573491.0,,,,,,553057.0,526955.0,,,,,,,,,,,,620900.0,,,,,,,,733040.0,,,,,,609512.0,,,,,,,,,,,,,,,,,,,,460000.0,,,495900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661193.0,,,,554245.0,,,,,1449000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,798600.0,,,519000.0,,,,355000.0,492800.0,,,739326.0,,,,,387250.0,632199.0,,557841.0,,,,,,646933.0,504123.0,,,,,,,,,,,,786700.0,,,,,,,,576000.0,,,,,,510000.0,,,,,,,,,,,,,,,,,,,,465242.0,,,560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610393.0,,,,546000.0,,,,,650000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,818400.0,,,572000.0,,,,,355000.0,,,884626.0,,,,,740000.0,546411.0,,584476.0,,,,,,633453.0,664887.0,,,,,,,,,,,,877400.0,,,,,,,,497500.0,,,,,,546164.0,,,,,,,,,,,,,,,,,,,,,,,592755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745000.0,,,,605028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,600000.0,,,555000.0,,,,,730000.0,,,822026.0,,,,,439174.0,574699.0,,625061.0,,,,,,647336.0,533863.0,,,,,,,,,,,,1029190.0,,,,,,,,736800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,618000.0,,,665000.0,,,,,,,,546085.0,,,,,,543990.0,,526122.0,,,,,,564057.0,502656.0,,,,,,,,,,,,905435.0,,,,,,,,653011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,367500.0,,,610000.0,,,,,,,,497585.0,,,,,,583877.0,,663400.0,,,,,,640522.0,,,,,,,,,,,,,989469.0,,,,,,,,718599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,577900.0,,,,,,,,560888.0,,,,,,511700.0,,618000.0,,,,,,,,,,,,,,,,,,,624665.0,,,,,,,,561907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,515000.0,,,,,,,,672888.0,,,,,,693000.0,,616100.0,,,,,,,,,,,,,,,,,,,704985.0,,,,,,,,618336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,515972.0,,,,,,,,558888.0,,,,,,,,54600.0,,,,,,,,,,,,,,,,,,,834390.0,,,,,,,,567458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,465000.0,,,,,,,,589990.0,,,,,,,,,,,,,,,,,,,538200.0,,,,,,,,536261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,540000.0,,,,,,,,565990.0,,,,,,,,,,,,,,,,,,,735600.0,,,,,,,,908900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,415000.0,,,,,,,,493845.0,,,,,,,,,,,,,,,,,,,811535.0,,,,,,,,610900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,520309.0,,,,,,,,464990.0,,,,,,,,,,,,,,,,,,,810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,605000.0,,,,,,,,466890.0,,,,,,,,,,,,,,,,,,,582900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,280000.0,,,,,,,,633437.0,,,,,,,,,,,,,,,,,,,542900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,264000.0,,,,,,,,785000.0,,,,,,,,,,,,,,,,,,,583900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,587500.0,,,,,,,,715000.0,,,,,,,,,,,,,,,,,,,629900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,395000.0,,,,,,,,362500.0,,,,,,,,,,,,,,,,,,,592769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,315000.0,,,,,,,,567926.0,,,,,,,,,,,,,,,,,,,534000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,520000.0,,,,,,,,511822.0,,,,,,,,,,,,,,,,,,,538000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,410000.0,,,,,,,,611127.0,,,,,,,,,,,,,,,,,,,628900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,410000.0,,,,,,,,571000.0,,,,,,,,,,,,,,,,,,,599900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,429000.0,,,,,,,,612301.0,,,,,,,,,,,,,,,,,,,684900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,410000.0,,,,,,,,675000.0,,,,,,,,,,,,,,,,,,,646900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
