toorak,cranbourne,lyndhurst,tallygaroopna,kings_park,clayton,hallam,thornhill_park,braybrook,werribee,darley,whiteheads_creek,tarneit,broadford,carnegie,hamlyn_heights,burwood,seymour,san_francisco,smythes_creek,keilor_downs,brighton_east,ormond,omeo,drouin,saint_arnaud_east,macleod,deanside,hastings,gisborne,portland,mia_mia,springvale,epsom,west_footscray,armstrong_creek,birchip,chadstone,point_cook,bentleigh_east,melbourne,mooroopna,the_honeysuckles,saint_leonards,tootgarook,aspendale,horsham,manor_lakes,wonthaggi,metung,hoppers_crossing,spring_gully,yallambie,leongatha,capel_sound,seaton,truganina,jeparit,bacchus_marsh,west_wodonga,wyndham_vale,belgrave_heights,sunbury,ferntree_gully,plumpton,diggers_rest,carrum_downs,frankston_north,ringwood,sandringham,frankston,noble_park,maldon,fraser_rise,heatherton,seaford,porepunkah,maddingley,mont_albert_north,wollert,bulleen,kalkallo,talbingo,benalla,donnybrook,cranbourne_north,hillside,rockbank,dromana,beveridge,north_wonthaggi,clyde_north,mount_eliza,marong,kangaroo_flat,jacana,fyansford,eskdale,bittern,brighton,charlotte,charlemont,rowville,croydon,port_melbourne,berwick,bonnie_brook,pascoe_vale_south,buxton,connewarre,numurkah,mickleham,flemington,golden_square,airport_west,heathcote,chirnside_park,hawthorn,mernda,rosebud,corio,cranbourne_west,bendigo,wodonga,rye,barnawartha,cape_town,venus_bay,officer,eildon,yarrawonga,ocean_grove,mildura,blackburn_north,richmond,newport,bundoora,warragul,daylesford,dandenong_north,lakes_entrance,yanakie,lake_tyers_beach,newborough,east_bendigo,upper_ferntree_gully,doreen,safety_beach,ballarat_central,carlisle_river,tabilk,windsor,reservoir,southbank,eynesbury,colac,curlewis,malvern_east,norlane,gladstone_park,highett,watsonia_north,craigieburn,delacombe,south_melbourne,shepparton,mambourin,cowes,liège,eltham,endeavour_hills,somerville,keilor_east,sale,essendon,lara,templestowe_lower,blackburn_south,yarraville,tanjil_south,box_hill_north,bell_park,spotswood,baxter,greensborough,giza,little_river,niddrie,melton_south,murchison,raglan,docklands,pakenham,jackass_flat,lower_plenty,berkeley,brunswick_east,westmeadows,morwell,neerim,wallan,portarlington,clyde,torquay,epping,healesville,koondrook,cohuna,baranduda,burwood_east,cranbourne_south,the_patch,tolmie,sunshine_north,alfredton,narre_warren_south,officer_south,scoresby,surrey_hills,mornington,frankston_south,whittlesea,box_hill_south,hamilton,paradise_beach,north_melbourne,albanvale,ballan,seabrook,euroa,beaconsfield,loch_sport,saint_helens_plains,berrys_creek,carora,abbotsford,cheltenham,apollo_bay,narre_warren_north,kennington,marysville,heidelberg,byrock,malvern,west_melbourne,weir_views,botanic_ridge,paynesville,bonshaw,eppalock,noble_park_north,lockwood_south,castlemaine,kew,donald,glenroy,mitcham,tatura,mordialloc,junction_village,dennington,mirboo,carlton,falls_creek,dallas,glen_waverley,altona_north,cranbourne_east,lynbrook,kinglake_west,trois-rivières,hampton_park,boronia,sunday_creek,lilydale,ferny_creek,clarendon,kerang,deer_park,eltham_north,preston,aintree,travancore,doncaster,traralgon,doveton,pomonal,mount_duneed,viewbank,nicholson,nagambie,melton_west,oakleigh_south,casterton,mitchell_park,newtown,langwarrin,dandenong,brunswick,bayswater,kilmore,saint_albans_park,mount_waverley,mont_albert,mirboo_north,mount_clear,narre_warren,underbool,sydenham,fitzroy,kalimna,knoxfield,prahran,park_orchards,oak_park,moonee_ponds,south_dudley,balwyn_north,red_cliffs,kilsyth,yelta,warrnambool,elwood,woodstock,doncaster_east,caulfield_south,tooronga,traralgon_east,revelstoke,corinella,wangaratta,lysterfield,thomastown,north_bendigo,chanute,brookfield,footscray,bell_post_hill,collingwood,newcomb,essendon_west,eaglehawk,romsey,chittering,orbost,dinner_plain,templestowe,altona_meadows,clayton_south,cockatoo,fairfield,yallourn_north,briar_hill,croydon_hills,parkdale,north_warrandyte,keilor_park,warranwood,mooroolbark,wendouree,wimbledon_heights,nyora,vinita,maryborough,bealiba,grantville,dales_creek,creswick,brunswick_west,greenvale,woodend,ringwood_east,echuca,montmorency,plenty,sandy_point,tyers,wycheproof,bonbeach,tooradin,foster,kyneton,anglesea,bearii,yarragon,ivanhoe,flowerdale,waterford_park,korumburra,clunes,bairnsdale,muckatah,swan_hill,tarwin_lower,maidstone,moe,skye,leopold,pascoe_vale,strathfieldsaye,long_gully,gembrook,maroona,drysdale,montrose
,,,,,383400.0,,,,333500.0,,,568400.0,,,,,,,564100.0,,,,,,,,619100.0,,,,,,,,559000.0,,,678847.0,,307500.0,,,,,,,,,,,,,,,,,,,,,,636500.0,,,665000.0,,,,,,,,624990.0,,,,,,691716.0,,563000.0,,,,,,,,563377.0,,538537.0,,,,,,,,,,,,,,,,,,,,592963.0,,,,,,,,,,,,,,,,,720800.0,,,,,,,,,,,,,,,,,,,,,,,,,1121400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450000.0,470000.0,555022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,456195.0,,,593765.0,,,,,,,1200000.0,,,,,,,,607000.0,,,,,,,,589000.0,,,618207.0,,189000.0,,,,,,,,,,,,,,,,,,,,,,472500.0,,,797500.0,,,,,,,,574825.0,,,,,,502672.0,,,,,,,,,,510060.0,,528700.0,,,,,,,,,,,,,,,,,,,,665230.0,,,,,,,,,,,,,,,,,702890.0,,,,,,,,,,,,,,,,,,,,,,,,,715000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810000.0,584900.0,290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,519384.0,,,589700.0,,,,,,,,,,,,,,,683844.0,,,,,,,,610600.0,,,,,629705.0,,,,,,,,,,,,,,,,,,,,,,577500.0,,,785000.0,,,,,,,,563625.0,,,,,,598174.0,,,,,,,,,,488810.0,,676705.0,,,,,,,,,,,,,,,,,,,,568776.0,,,,,,,,,,,,,,,,,750800.0,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139000.0,583600.0,833766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,473095.0,,,565500.0,,,,,,,,,,,,,,,425426.0,,,,,,,,690000.0,,,,,6740000.0,,,,,,,,,,,,,,,,,,,,,,510000.0,,,345000.0,,,,,,,,266900.0,,,,,,683457.0,,,,,,,,,,648316.0,,982304.0,,,,,,,,,,,,,,,,,,,,715827.0,,,,,,,,,,,,,,,,,720000.0,,,,,,,,,,,,,,,,,,,,,,,,,735000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780000.0,589400.0,539173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,447795.0,,,729990.0,,,,,,,,,,,,,,,423989.0,,,,,,,,489900.0,,,,,1420000.0,,,,,,,,,,,,,,,,,,,,,,614227.0,,,311000.0,,,,,,,,325000.0,,,,,,,,,,,,,,,,409951.0,,900694.0,,,,,,,,,,,,,,,,,,,,714700.0,,,,,,,,,,,,,,,,,814100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670000.0,575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,633230.0,,,,,,,,,,,,,,,410874.0,,,,,,,,728123.0,,,,,575000.0,,,,,,,,,,,,,,,,,,,,,,600000.0,,,304000.0,,,,,,,,347500.0,,,,,,,,,,,,,,,,510512.0,,934484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582884.0,575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,535659.0,,,,,,,,,,,,,,,382960.0,,,,,,,,540381.0,,,,,399900.0,,,,,,,,,,,,,,,,,,,,,,572500.0,,,550300.0,,,,,,,,370000.0,,,,,,,,,,,,,,,,529000.0,,522158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419000.0,765000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,642447.0,,,,,,,,,,,,,,,683315.0,,,,,,,,,,,,,597600.0,,,,,,,,,,,,,,,,,,,,,,569624.0,,,663900.0,,,,,,,,,,,,,,,,,,,,,,,,505990.0,,539658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,588872.0,,,,,,,,,,,,,,,693299.0,,,,,,,,,,,,,624800.0,,,,,,,,,,,,,,,,,,,,,,516200.0,,,696900.0,,,,,,,,,,,,,,,,,,,,,,,,530800.0,,1164300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,657646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,445000.0,,,,,,,,,,,,,,,,,,,,,,519800.0,,,766900.0,,,,,,,,,,,,,,,,,,,,,,,,498700.0,,515200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,604345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267900.0,,,658900.0,,,,,,,,,,,,,,,,,,,,,,,,571100.0,,826660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,782900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284000.0,,,761900.0,,,,,,,,,,,,,,,,,,,,,,,,610068.0,,508200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288000.0,,,617900.0,,,,,,,,,,,,,,,,,,,,,,,,529900.0,,951544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,531467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284000.0,,,438900.0,,,,,,,,,,,,,,,,,,,,,,,,409951.0,,756810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,705387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276000.0,,,609900.0,,,,,,,,,,,,,,,,,,,,,,,,527797.0,,518300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,484387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272000.0,,,469721.0,,,,,,,,,,,,,,,,,,,,,,,,,,475000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,679807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587700.0,,,550300.0,,,,,,,,,,,,,,,,,,,,,,,,,,714670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,260000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641900.0,,,419900.0,,,,,,,,,,,,,,,,,,,,,,,,,,469000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,630300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,733500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,639600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,752300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,555000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,385000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,599600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,636576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
