clyde,skye,baxter,west_wodonga,richmond,cranbourne_west,mambourin,wallan,cranbourne,werribee,deanside,wyndham_vale,tarneit,pakenham,doveton,thornhill_park,mount_martha,nicholson,westmeadows,ruffy,wichita,mornington,koo_wee_rup,macedon,warracknabeal,officer,east_geelong,seaford,sunbury,clyde_north,kerang,thornbury,box_hill,narre_warren_north,glenroy,greenvale,scoresby,alfredton,mount_waverley,carlton,the_basin,cranbourne_east,ballarat_central,ardeer,traralgon,craigieburn,fingal,bentleigh,moonee_ponds,bayswater,oakleigh_east,glen_iris,safety_beach,san_remo,maidstone,lara,carrum_downs,cheltenham,frankston_south,niddrie,wallangarra,doreen,torquay,orbost,dandenong_north,edithvale,south_morang,trentham,doncaster,springvale,melbourne,berwick,bentleigh_east,reservoir,dandenong,rockbank,chelsea_heights,truganina,ashburton,narre_warren_south,byrock,donnybrook,kialla,cranbourne_south,frankston,brunswick_west,euroa,st_kilda,venus_bay,falls_creek,eaglehawk,narre_warren,mernda,boronia,northcote,seymour,hastings,melton_south,wollert,box_hill_north,diggers_rest,devenish,waldara,eskdale,whitlands,dandenong_south,cherokee,attwood,hallam,lilydale,garfield,kangaroo_flat,sale,kealba,kings_park,kyneton,essendon_west,yarraville,ferntree_gully,broadmeadows,greensborough,keilor_east,norlane,gladstone_park,mallacoota,langwarrin,mooroolbark,lethbridge,rosebud,hampton,eltham,bendigo,capel_sound,hawthorn,forest_hill,fraser_rise,point_cook,strathtulloh,warragul,footscray,otterham,mansfield,chirnside_park,nine_mile,braybrook,churchill,mortlake,kalkallo,south_yarra,malvern_east,fawkner,alexandra,mulgrave,saint_leonards,launching_place,walkerville,chelsea,hillside,belgrave_heights,croydon,malvern,botanic_ridge,keysborough,sunshine_west,templestowe,sunshine_north,blackburn_south,south_kingsville,avondale_heights,lower_plenty,bonnie_brook,croydon_north,grantville,corinella,golden_square,nelson,freshwater_creek,mickleham,wodonga,quantong,southbank,altona_north,carnegie,sunderland_bay,dingley_village,horsham,johanna,golden_beach,highett,apollo_bay,beveridge,gilderoy,mount_duneed,armstrong_creek,jackass_flat,armadale,donvale,grovedale,melton_west,invermay_park,rye,tootgarook,sebastopol,hampton_park,dallas,newport,meadow_heights,blairgowrie,catani,saint_andrews_beach,hoppers_crossing,angul,yarra_glen,san_francisco,stratford,flemington,monbulk,moe,pascoe_vale_south,plumpton,junction_village,patterson_lakes,drouin,pascoe_vale,benalla,newborough,castlemaine,maryborough,eynesbury,clayton_south,notting_hill,moorabbin,wantirna,burwood,ivanhoe,south_melbourne,huntly,brookfield,mckenzie_hill,weir_views,manor_lakes,epsom,travancore,warrandyte,tragowel,campbells_creek,manns_beach,oakleigh,cohuna,derrinallum,coffeyville,heidelberg_heights,chanute,rippleside,eltham_north,box_hill_south,wantirna_south,melton,caulfield_north,cockatoo,palo_alto,surrey_hills,spotswood,bolwarra,ascot_vale,somerville,mildura,strathmore,shepparton_east,mitcham,rosanna,glenlyon,maiden_gully,mentone,essendon_north,white_hills,echuca,halls_gap,crib_point,numurkah,kilmore,lisbon,cobram,cranbourne_north,port_albert,bundoora,diamond_creek,maldon,brunswick_east,smythes_creek,mount_helen,seaspray,frankston_north,loch_sport,endeavour_hills,croydon_hills,menzies_creek,dalyston,sydenham,north_bendigo,california_gully,parkdale,highton,healesville,lakes_entrance,eildon,upwey,preston,mount_eliza,ringwood,curlewis,viewbank,casterton,tallygaroopna,balwyn_north,mia_mia,nagambie,kew,oakleigh_south,ocean_grove,anglesea,winchelsea,heidelberg,heathmont,rowville,nar_nar_goon,herne_hill,coburg,bundalaguah,kurunjang,carlton_south,doncaster_east,beaumaris,belmont,flowerdale,yea,kinglake_west,heathcote,rosegreen,eumemmerring,wendouree,gormandale,north_wonthaggi,nyora,moe_south,prahran,williamstown,altona_meadows,delacombe,ballarat_east,essendon,blackwarry,shepparton,brighton_east,linton,cowes,bulleen,cobains,docklands,wairewa,bulart,longford,beaconsfield,port_melbourne,morwell,junortoun,delahey,cape_woolamai,sawmill_settlement,east_bendigo,whittlesea,bacchus_marsh,eppalock,engadine,yarram,geelong_west,west_melbourne,hamlyn_heights,burnside_heights,maribyrnong,fitzroy,ferny_creek,taradale,officer_south
515673.0,,,,,,,,,550000.0,615340.0,560000.0,656660.0,400000.0,,,,,,,,,,,,585190.0,,,715000.0,549000.0,,,,,,,,,,,,538000.0,,,,,,,1530000.0,,,,,,,,,,,,,,,,,,,,,,505000.0,875000.0,,,,441716.0,,445000.0,,,,,,,,,,,,,,,,,,,,,695000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552955.0,629000.0,,,718500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558308.0,489000.0,,,,,,,,,,,,,,,,,,,,,,,,,,634000.0,,,,,,,,,,,,,,,,,465160.0,,,530696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440634.0,,,,,,,,,575285.0,562140.0,522766.0,600000.0,,,,,,,,,,,,,542900.0,,,885000.0,509400.0,,,,,,,,,,,,459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083000.0,774.0,,,,620910.0,,449000.0,,,,,,,,,,,,,,,,,,,,,629000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574600.0,,,,593220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553996.0,492000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476626.0,,,557623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600958.0,,,,,,,,,641001.0,637255.0,518696.0,628700.0,,,,,,,,,,,,,625000.0,,,420000.0,509400.0,,,,,,,,,,,,459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220000.0,614250.0,,,,441716.0,,818800.0,,,,,,,,,,,,,,,,,,,,,619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452460.0,,,,665500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585523.0,452000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552015.0,,,,,,,,,630000.0,712500.0,477785.0,601554.0,,,,,,,,,,,,,504.0,,,590000.0,509400.0,,,,,,,,,,,,459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816800.0,570000.0,,,,549437.0,,526401.0,,,,,,,,,,,,,,,,,,,,,609000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000.0,,,,682000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571666.0,790000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539000.0,,,,,,,,,591733.0,755969.0,,759907.0,,,,,,,,,,,,,522.0,,,641900.0,509400.0,,,,,,,,,,,,459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787000.0,,,,,426000.0,,,,,,,,,,,,,,,,,,,,,,,599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000.0,,,,593500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591317.0,566300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494000.0,,,,,,,,,490474.0,407367.0,,659184.0,,,,,,,,,,,,,595.0,,,629309.0,235000.0,,,,,,,,,,,,479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498000.0,,,,,526711.0,,,,,,,,,,,,,,,,,,,,,,,595000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000.0,,,,585000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504000.0,,,,,,,,,888517.0,589761.0,,779847.0,,,,,,,,,,,,,538.0,,,815100.0,515400.0,,,,,,,,,,,,525000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,627100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629000.0,,,,430000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494000.0,,,,,,,,,471216.0,640522.0,,672271.0,,,,,,,,,,,,,605.0,,,704600.0,510400.0,,,,,,,,,,,,525000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,784000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539000.0,,,,540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578166.0,,,,,,,,,488711.0,603766.0,,628588.0,,,,,,,,,,,,,604.0,,,565000.0,684554.0,,,,,,,,,,,,525000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,727381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541108.0,,,,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488646.0,,,,,,,,,488000.0,599696.0,,447880.0,,,,,,,,,,,,,581.0,,,774178.0,516900.0,,,,,,,,,,,,575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,641000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552000.0,,,,587000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514.0,,,,,,,,,467000.0,605623.0,,639261.0,,,,,,,,,,,,,606.0,,,530375.0,680000.0,,,,,,,,,,,,575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599900.0,,,,386000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,466000.0,829000.0,,447920.0,,,,,,,,,,,,,583.0,,,598427.0,665900.0,,,,,,,,,,,,575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648900.0,,,,545000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,469000.0,537100.0,,569000.0,,,,,,,,,,,,,578300.0,,,,695900.0,,,,,,,,,,,,575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616450.0,,,,386000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,585000.0,,,450000.0,,,,,,,,,,,,,611900.0,,,,677900.0,,,,,,,,,,,,567800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666900.0,,,,454000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,569000.0,,,,,,,,,,,,,611900.0,,,,647900.0,,,,,,,,,,,,567800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622400.0,,,,545000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,523822.0,,,,,,,,,,,,,578300.0,,,,518800.0,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640600.0,,,,495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,488843.0,,,,,,,,,,,,,528200.0,,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631606.0,,,,457000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,360000.0,,,,,,,,,,,,,540200.0,,,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717600.0,,,,570000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,585600.0,,,,,,,,,,,,,543800.0,,,,,,,,,,,,,,,,575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641022.0,,,,510000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,507910.0,,,,,,,,,,,,,596900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560057.0,,,,369000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,533416.0,,,,,,,,,,,,,574300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,539000.0,,,,,,,,,,,,,877272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,649000.0,,,,,,,,,,,,,459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,549000.0,,,,,,,,,,,,,435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,609000.0,,,,,,,,,,,,,435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,512500.0,,,,,,,,,,,,,435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,619000.0,,,,,,,,,,,,,432000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,469350.0,,,,,,,,,,,,,431000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
