clyde_north,warragul,bonshaw,clyde,melbourne,inverloch,melton_west,templestowe_lower,san_francisco,shepparton,weir_views,maryborough,truganina,narre_warren,beveridge,keilor_east,hastings,elsternwick,echuca,cranbourne_north,langwarrin,moonee_ponds,cranbourne_west,vermont,wendouree,maidstone,blairgowrie,girgarre,campbells_creek,cheltenham,abbotsford,pakenham,traralgon,tarneit,cranbourne_east,kinglake_west,south_morang,capel_sound,mornington,parkdale,lynbrook,greenwood,carrum_downs,junction_village,bonbeach,mooroopna,doreen,kensington,ferny_creek,brunswick_east,ferntree_gully,rochester,mount_martha,morwell,kyneton,golden_square,fraser_rise,mentone,seaford,williamstown,wyndham_vale,rockbank,dingley_village,horsham,thornhill_park,box_hill_north,gisborne,fitzroy_north,seymour,highett,eynesbury,parkville,bendigo,wollert,kalimna,maribyrnong,boronia,alfredton,chanute,wurruk,waverley_gardens,narre_warren_south,greensborough,melton,hawthorn,werribee,frankston,warrnambool,brighton,mickleham,chewton,newport,altona_north,montmorency,st_kilda,mansfield,marshall,armstrong_creek,black_rock,altona_meadows,newborough,officer,strathmore,murrayville,mildura,ballarat_east,saint_leonards,toongabbie,violet_town,south_yarra,tallangatta,pascoe_vale,hoppers_crossing,torquay,hamlyn_heights,fawkner,wangaratta,terang,mambourin,hampton_east,reservoir,yarrambat,richmond,macleod,drysdale,sydenham,berwick,rhyll,bairnsdale,footscray,caulfield,point_cook,bacchus_marsh,whittington,blackwood,maiden_gully,mount_duneed,roxburgh_park,preston,wallan,maldon,mooroolbark,yarrawonga,tatura,kilsyth,coburg,wonthaggi,fitzroy,fairfield,mordialloc,frankston_north,doncaster,craigieburn,ringwood,lockwood_south,malvern,mount_eliza,north_melbourne,huntly,cobram,deanside,darley,albion,west_footscray,bell_post_hill,redbank,altona,bayswater_north,portland,ballan,templestowe,brunswick,doncaster_heights,brookfield,donvale,geelong,camberwell,docklands,geelong_west,neilborough,north_bendigo,sunbury,clifton_springs,deer_park,manifold_heights,metung,north_wonthaggi,botanic_ridge,newtown,korumburra,brighton_east,corio,ladys_pass,sunshine_north,garfield,nunawading,rowville,gladstone_park,belmont,st_kilda_east,bundoora,alphington,ringwood_east,caulfield_south,dandenong_north,paynesville,kew,wangandary,bonnie_brook,argyle,chirnside_park,rosebud,ivanhoe,west_melbourne,taradale,apollo_bay,greenvale,fish_creek,sandringham,moorabbin,strathmore_heights,south_melbourne,southbank,noble_park,glen_huntly,lyndhurst,tongala,eaglehawk,oakleigh_south,westmeadows,burwood,rye,saint_kilda_west,thomastown,grovedale,churchill,caulfield_north,maddingley,paradise_beach,epping,skye,croydon,benambra,glenroy,sebastopol,crossover,rawson,wodonga,lal_lal,hill_end,carlton,moe,balnarring,delacombe,toorak,sunshine_west,flemington,kangaroo_flat,mandurang,lilydale,glenburn,bandiana,carnegie,drouin,balwyn,doveton,highton,lalor,anakie,croydon_hills,murrumbeena,glenmaggie,tynong_north,healesville,irymple,noble_park_north,wantirna_south,coronet_bay,northcote,hawthorn_east,diggers_rest,bealiba,lara,wild_dog_valley,sunshine,dandenong,baranduda,williams_landing,koroop,scoresby,koondrook,briagolong,malvern_east,oakleigh,frankston_south,charlemont,colac,falls_creek,heyfield,blackburn_south,airport_west,hampton_park,eden_park,jackass_flat,cranbourne,yarragon,princetown,tullamarine,balaclava,brooklyn,lang_lang,foster,kalorama,north_shore,heywood,avenel,kurunjang,olinda,katamatite,kalkallo,ivanhoe_east,broadford,whorouly,cowes,strathfieldsaye,hopetoun,donnybrook,daisy_hill,loch_sport,watchem,mia_mia,longwarry,wallangarra,mollyan,pittsburgh,the_honeysuckles,nicholson,chadstone,eltham_north,neerim_south,kialla,aberfeldie,waurn_ponds,port_welshpool,melton_south,doncaster_east,stewarton,elwood,stratford,mont_albert_north,emerald,hazelwood_north,prahran,ocean_grove,box_hill,marong,flora_hill,bentleigh_east,manor_lakes,evansford,cape_town,east_bendigo,queenscliff,saint_andrews,mount_pleasant,long_gully,golden_point,mitcham,princes_hill,thornbury,numurkah,yarraville,saint_albans_park,bamawm_extension,pascoe_vale_south,red_cliffs,essendon,dromana,keilor_park,eltham,watsonia,seabrook,traralgon_east,woodend,keilor,carlton_north,dalyston,mount_helen,crossley,mount_beauty,east_warburton,newington,hepburn,menzies_creek,coburg_north,snake_valley,keysborough,glenlyon,strathdale,redan,lydney,alexandra,port_melbourne,heathcote_junction,croydon_north,beaconsfield,lower_plenty,spotswood,kings_park,chelsea,coldstream,lakes_entrance,wedderburn,canadian,san_remo,murrindal,pearcedale
949950.0,436278.0,,,525000.0,,,,,,,,690500.0,,410000.0,,,,,,,,,,,,,,,,,,,512899.0,,,,,,,,,,,,,,,,,,,,,,,569872.0,,,,541600.0,574880.0,,,,,,,,,,,,544000554000.0,,,,,,,,,,,,547885.0,640000.0,,,,,,,,,,,,,,,635000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,405480.0,,,,,,,,,,,,,,,,,,,,,,,572500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498200.0,562500.0,,,500000550000.0,,,,,,,,531500.0,,410000.0,,,,,,,,,,,,,,,,,,,575900.0,,,,,,,,,,,,,,,,,,,,,,,698788.0,,,,249000.0,492000.0,,,,,,,,,,,,533000543000.0,,,,,,,,,,,,465574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514800.0,,,,,,,,,,,,,,,,,,,,,,,475000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523300.0,573400.0,,,650000.0,,,,,,,,658500.0,,280000.0,,,,,,,,,,,,,,,,,,,499094.0,,,,,,,,,,,,,,,,,,,,,,,580010.0,,,,,,,,,,,,,,,,,533000543000.0,,,,,,,,,,,,552385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547500.0,631600.0,,,498000.0,,,,,,,,658500.0,,616000626000.0,,,,,,,,,,,,,,,,,,,404924.0,,,,,,,,,,,,,,,,,,,,,,,651754.0,,,,,,,,,,,,,,,,,535000545000.0,,,,,,,,,,,,525000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547848.0,635700.0,,,483000.0,,,,,,,,531500.0,,310000.0,,,,,,,,,,,,,,,,,,,602000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000605000.0,,,,,,,,,,,,574429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000635000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510000.0,455700.0,,,645000.0,,,,,,,,535000.0,,675000685000.0,,,,,,,,,,,,,,,,,,,429974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000605000.0,,,,,,,,,,,,521400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622000632000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663000673000.0,490700.0,,,1513000.0,,,,,,,,621896.0,,320000.0,,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000605000.0,,,,,,,,,,,,655990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710000720000.0,476800.0,,,681400.0,,,,,,,,567000.0,,320000.0,,,,,,,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597000607000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687490.0,450000.0,,,719800.0,,,,,,,,577641.0,,582000.0,,,,,,,,,,,,,,,,,,,633500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656000666000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650600.0,643200.0,,,861400.0,,,,,,,,549054.0,,330000.0,,,,,,,,,,,,,,,,,,,869900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593000603000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607100.0,563900.0,,,538200.0,,,,,,,,,,772188.0,,,,,,,,,,,,,,,,,,,869900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799900.0,558100.0,,,647600.0,,,,,,,,,,665948.0,,,,,,,,,,,,,,,,,,,463277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672075.0,505900.0,,,448000.0,,,,,,,,,,599990.0,,,,,,,,,,,,,,,,,,,495716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655000665000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648536.0,452300.0,,,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970000.0,557000.0,,,945000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,667500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518000528000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544000554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627000637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730000740000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
