weir_views,huntly,beveridge,gisborne,epsom,werribee,armstrong_creek,traralgon,delacombe,lara,berwick,officer,bentleigh_east,mulgrave,whittlesea,cranbourne_north,warragul,strathtulloh,north_melbourne,cranbourne_east,truganina,glen_waverley,mount_waverley,altona_meadows,carnegie,tarneit,shepparton,lockwood,point_cook,malvern_east,preston,endeavour_hills,clayton,clyde_north,scoresby,clayton_south,reservoir,wollert,melbourne,docklands,westmeadows,prahran,ormond,hillside,richmond,charlemont,lower_plenty,delahey,melton_west,clyde,kensington,highton,mount_eliza,south_yarra,burwood,mornington,braybrook,alphington,grovedale,cranbourne,coonooer_bridge,springvale,mentone,bayles,keysborough,wendouree,ferntree_gully,essendon,belmont,dandenong,langwarrin,seaford,elwood,winchelsea,ashburton,craigieburn,mooroolbark,yarraville,box_hill_north,doncaster,balwyn_north,mickleham,mitcham,caulfield,essendon_north,broadford,diamond_creek,bayswater,moonee_ponds,drouin,dingley_village,briar_hill,fraser_rise,box_hill_south,drysdale,orbost,hawthorn_east,forest_hill,ocean_grove,heidelberg_heights,kilmore,altona,narre_warren_south,southbank,muckleford,port_melbourne,avondale_heights,maryborough,frankston,frankston_north,kennington,carlton,kangaroo_flat,coburg,croydon_north,brookfield,mount_evelyn,fitzroy,bacchus_marsh,caulfield_north,portland,avenel,rosebud,myrtleford,ringwood,doncaster_east,brunswick_west,watsonia,west_melbourne,yea,mansfield,mcloughlins_beach,mallacoota,footscray,st_kilda_east,narre_warren,keilor_downs,nicholson,ascot_vale,wantirna_south,aintree,batesford,taylors_hill,belgrave_south,williamstown,carrum,rowville,lorne,greensborough,yarra_glen,clifton_hill,saint_leonards,pakenham,cheltenham,croydon_south,fawkner,loch_sport,colac,wallington,box_hill,lilydale,hawthorn,boronia,upwey,herne_hill,lyndhurst,catani,newborough,spotswood,panton_hill,safety_beach,middle_park,thomastown,melton_south,windsor,rockbank,nambrok,camperdown,st_albans,korumburra,caulfield_south,glenrowan_west,kangaroo_ground,niddrie,cape_clear,west_footscray,eltham,leongatha,northcote,california_gully,dandenong_north,avonsleigh,caulfield_east,north_geelong,sunshine,blackburn_north,harcourt,cottles_bridge,crib_point,werribee_south,springvale_south,bendigo,wyndham_vale,st_kilda,doveton,maribyrnong,hoppers_crossing,kalkallo,newport,murrumbeena,west_wodonga,mildura,torquay,brighton,nyora,south_melbourne,edithvale,sandringham,roxburgh_park,parkdale,pascoe_vale,sunbury,bentleigh,cobblebank,norlane,north_bendigo,mount_martha,cowes,tootgarook,hastings,bright,somerville,dalmore,cannons_creek,strathdale,ringwood_north,bundoora,horsham,burwood_east,belgrave,nagambie,vermont,corio,edenhope,seddon,seville_east,moorabbin,bullengarook,kialla,blackburn,strathmore,hepburn,wantirna,leopold,sunshine_north,strathfieldsaye,oakleigh,paynesville,beaconsfield_upper,brooklyn,brunswick,wallan,hamlyn_heights,emerald,surrey_hills,croydon,maiden_gully,aberfeldie,apollo_bay,cranbourne_west,hampton,south_kingsville,bulleen,eaglehawk,geelong_west,diggers_rest,venus_bay,noble_park,longwarry,somers,patterson_lakes,redan,cobden,hopetoun_park,elsternwick,rye,kingsville,tawonga,churchill,abbotsford,baranduda,thornhill_park,bannockburn,riddells_creek,badger_creek,altona_north,pascoe_vale_south,sandhurst,ballarat_east,sailors_gully,dalyston,warracknabeal,glen_huntly,saint_kilda_west,dromana,morwell,coldstream,thornbury,strath_creek,doreen,gunbower,epping,healesville,lysterfield,wyuna,warranwood,carrum_downs,caroline_springs,keilor_east,wandin_north,newtown,cranbourne_south,glenrowan,dunolly,camberwell,donnybrook,macleod,woodend,williams_landing,sydenham,smythesdale,saint_albans_park,deer_park,natimuk,armadale,seymour,san_pedro_garza_garcía,maffra,mernda,chelsea,middleham,hamilton,noble_park_north,nunawading,gormandale,notting_hill,gordon,manor_lakes,wy_yung,portarlington,yarram,tarraville,jackass_flat,ashwood,kurunjang,kew,seaholme,eildon,mount_duneed,peterborough,officer_south,plumpton,inverloch,spring_gully,bonnie_doon,waurn_ponds,cressy,wattle_glen,echuca,cape_paterson,samaria,glengarry_west,tallarook,vite_vite,greendale,heywood,maldon,yallourn_north,wallangarra,marengo,golden_beach,mirboo_north,nelson,north_wonthaggi,daisy_hill,castlemaine,hazeldene,heathmont,ringwood_east,heidelberg,berringa,heathcote,girgarre,lardner,mortlake,capel_sound,tyabb,clifton_springs,launching_place,point_lonsdale,south_morang,bairnsdale,nullawarre,geelong,buninyong,metung,wangaratta,eltham_north,ventnor,sale,lismore,marshall,beaconsfield,malvern,chanute,hampton_park,branxholme,brunswick_east,mambourin,benalla,daylesford,canterbury,smythes_creek,numurkah,moe,oakleigh_south,kerang,wonthaggi,elmore,cockatoo,curlewis,christmas_hills,nar_nar_goon_north,the_basin,rokeby,greenvale,traralgon_east,chelsea_heights,lakes_entrance,wodonga,mccrae,skye,montmorency,traralgon_south,gisborne_south,beaumaris,rushworth,coffeyville
,,,,,547557.0,735208.0,650000.0,,,,645379.0,,,,,,,,,653500.0,,,,,675000.0,,,,,,,,589900.0,,,,,787000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419260.0,,,,,,,,,,,630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,491495.0,742402.0,,,,,663269.0,,,,,,,,,591285.0,,,,,655000.0,,,,,,,,692997.0,,,,,625000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,685000.0,697137.0,,,,,717427.0,,,,,,,,,597785.0,,,,,568949.0,,,,,,,,,,,,,792800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,480000.0,884000.0,,,,,680000.0,,,,,,,,,599385.0,,,,,580054.0,,,,,,,,,,,,,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,746999.0,,,,,,,,,,,,,,,,,,,592641.0,,,,,,,,,,,,,720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,766111.0,,,,,,,,,,,,,,,,,,,630000.0,,,,,,,,,,,,,650000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,450000.0,,,,,,,,,,,,,,,,,,,535000.0,,,,,,,,,,,,,736000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,643990.0,,,,,,,,,,,,,,,,,,,730000.0,,,,,,,,,,,,,636000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,774500.0,,,,,,,,,,,,,497000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,643895.0,,,,,,,,,,,,,1840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,525000.0,,,,,,,,,,,,,1513000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,730000.0,,,,,,,,,,,,,934230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,765000.0,,,,,,,,,,,,,540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,299000.0,,,,,,,,,,,,,820000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,584085.0,,,,,,,,,,,,,1083000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,625385.0,,,,,,,,,,,,,748400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
